date,slot,JEPX_prediction,JEPX_actual,EPRX1_prediction,EPRX3_prediction,EPRX1_actual,EPRX3_actual,imbalance
2023/4/10,31,1.13,0.01,0,0,0,0,0.01
2023/4/10,32,1.92,0.01,0,0,0,0,0.01
2023/4/10,33,2.15,0.01,0,0,0,0,0.01
2023/4/10,34,4.79,0.02,0,0,0,0,0.02
2023/4/10,35,7.73,3,0,0,0,0,3
2023/4/10,36,11.99,14.42,0,0,0,0,14.42
2023/4/10,37,16.17,14.5,0,0,0,0,14.5
2023/4/10,38,15.06,14.58,0,0,0,0,14.58
2023/4/10,39,15.79,14.5,0,0,0,0,14.5
2023/4/10,40,13.15,13.98,0,0,0,0,13.98
2023/4/10,41,14.01,14.5,0,0,0,0,14.5
2023/4/10,42,13.29,13.99,0,0,0,0,13.99
2023/4/10,43,12.6,13.27,0,0,0,0,13.27
2023/4/10,44,12.06,13,0,0,0,0,13
2023/4/10,45,10.93,11.78,0,0,0,0,11.78
